source_id,source_kind,x_code,y_code,z_code,q_group_0_s,q_group_1_s,q_group_2_s,q_group_3_s,q_group_4_s,q_group_5_s,q_group_6_s,q_group_7_s,q_group_8_s
1842,star,0.48734033560133316,0.38387696621245304,0.28150277021891218,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1843,star,0.35201412888509453,0.0064886167111234457,0.45850275276060631,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1844,star,0.49295875277416601,0.39478905110317425,0.28340429399668027,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1845,star,0.43505245074922877,0.29496769449406351,0.29952396569363943,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1846,star,0.25870046666102559,0.090301282532747412,0.35546886341324713,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1847,star,0.38586094052606668,0.28839950510310458,0.34746852479279972,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1848,star,0.067215840176677893,0.3605434508896348,0.96959426835740137,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1849,star,0.015462686366780554,0.48748285280011006,0.68843553079840136,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1850,star,0.47112327182169855,0.6977302892424998,0.082487041002123895,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1851,star,0.6761162300120136,0.54202232963735109,0.078988306363710931,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1852,star,0.97512706201122157,0.57213756771739943,0.57458432031236617,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1853,star,0.62572251803623202,0.34064283648425037,0.92375110142134953,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1854,star,0.63593545425992792,0.0099608556739647133,0.97612789959410673,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1855,star,0.57477128579569015,0.30433540744926413,0.37273014532385562,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1856,star,0.56476172072480979,0.12149043713677676,0.49663260829673062,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1857,star,0.56484808263504516,0.12107417901334062,0.49666307963508832,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1858,star,0.69258601742337222,0.43642700009352076,0.10384557884196885,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1859,star,0.91475071504518368,0.063528386770748957,0.10703363388063421,6.2100410722937597e+51,8.3075418476803567e+51,1.0972737955267516e+51,8.837533236809647e+49,3.6398650571814834e+47,1.3877535697832479e+47,4.0141640873149048e+45,1.2898630020730736e+38,113335.55252341776
1860,star,0.44453548340086435,0.29434882019787534,0.25732876340811506,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1861,star,0.4903870802552997,0.3863816372354153,0.27721169358037256,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1862,star,0.27410315457237827,0.09385642630490755,0.30454110188759065,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1863,star,0.41002280113446204,0.27546506075990668,0.34331109069924243,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1864,star,0.40962497903225931,0.27674740344140375,0.34440945762235625,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1865,star,0.4147307807738092,0.27290963075109953,0.34530295940741457,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1866,star,0.38583679743372146,0.28940226681067122,0.34788888136178359,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1867,star,0.32120354737627355,0.60611327339655419,0.57289125605467062,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1868,star,0.11341852703150464,0.62677441517632804,0.56859884921489201,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1869,star,0.11343399101446054,0.62645043692666469,0.5687822830429351,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1870,star,0.17514655675930041,0.85533521640095245,0.097460567640423337,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1871,star,0.17514014394634633,0.85515756471136783,0.095804406539522269,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1872,star,0.33350858190495036,0.60216738370048206,0.17299578169131671,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1873,star,0.58528140979589571,0.1541517039961694,0.49296480336775561,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1874,star,0.49651510969655166,0.39659334400557483,0.28419787706603694,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
1875,star,0.49571768068903893,0.39613045500888933,0.28447135147136476,6.2346482428696157e+51,8.3301660087580048e+51,1.1009448870670813e+51,8.8751060228128572e+49,3.6558856504364345e+47,1.3953331883678398e+47,4.0409980325547147e+45,1.2991763622770535e+38,113834.88732329225
